gf_id	gid
ORTHO006106	AT5G67590
ORTHO009409	AT1G71190
ORTHO007825	AT3G25940
ORTHO006565	AT4G01570
ORTHO007285	AT5G04070
ORTHO007285	AT5G15940
ORTHO002337	AT3G12290
ORTHO003061	AT2G42760
ORTHO001083	AT1G15570
ORTHO001083	AT1G80370
ORTHO001083	AT5G11300
ORTHO001083	AT5G25380
ORTHO005022	AT5G51410
ORTHO000368_1	AT3G21500
ORTHO000368_1	AT4G15560
ORTHO000368_2	AT5G11380
ORTHO006628	AT4G05440
ORTHO011413	AT1G74600
ORTHO008778	AT5G35400
ORTHO009327	AT5G20500
ORTHO008982	AT1G31190
ORTHO008007	AT3G16250
ORTHO003827	AT5G28910
ORTHO003827	AT5G28960
ORTHO007614	AT5G46280
ORTHO008555	AT1G33480
ORTHO008555	AT4G10150
ORTHO010369	AT1G26900
ORTHO003647	AT4G02930
ORTHO009002	AT3G58830
ORTHO009732	AT4G33467
ORTHO006335	AT5G67220
ORTHO004398	AT2G04630
ORTHO004398	AT5G51940
ORTHO004626	AT1G78520
ORTHO004626	AT3G28250
ORTHO002221	AT3G01310
ORTHO002221	AT5G15070
ORTHO001322	AT3G50930
ORTHO001322	AT3G50940
ORTHO011458	AT3G26115
ORTHO004479	AT1G10780
ORTHO003457	AT3G25150
ORTHO002100_1	AT2G44970
ORTHO009554	AT3G13225
ORTHO005716	AT2G26430
ORTHO008602	AT1G03190
ORTHO003256	AT2G18650
ORTHO003256	AT4G30400
ORTHO010918	AT4G23330
ORTHO005900	AT3G23870
ORTHO005900	AT4G13800
ORTHO001191	AT4G17520
ORTHO002382	AT3G58060
ORTHO006166	AT1G55670
ORTHO001171	AT1G04410
ORTHO001171	AT5G43330
ORTHO001171	AT5G56720
ORTHO007845	AT5G27830
ORTHO002004	AT3G45090
ORTHO002004	AT5G60760
ORTHO001641	AT1G01470
ORTHO001641	AT2G46140
ORTHO001148	AT1G04480
ORTHO001148	AT2G33370
ORTHO001148	AT3G04400
ORTHO009824	AT2G25620
ORTHO003968	AT1G32740
ORTHO003968	AT5G47050
ORTHO003927	AT5G62220
ORTHO010032	AT5G52810
ORTHO004877	AT2G41330
ORTHO004877	AT3G57070
ORTHO009887	AT1G09130
ORTHO000703_1	AT3G23670
ORTHO000703_1	AT4G14150
ORTHO000703_2	AT3G20150
ORTHO000703_2	AT4G26660
ORTHO000703_2	AT5G55520
ORTHO006442	AT2G26460
ORTHO004499	AT1G32470
ORTHO004499	AT2G35370
ORTHO010516	AT5G06400
ORTHO001423	AT1G10360
ORTHO001423	AT1G10370
ORTHO003521	AT1G71695
ORTHO005126	AT3G54220
ORTHO005616	AT3G24740
ORTHO003319	AT1G63490
ORTHO007305	AT1G22060
ORTHO001451	AT5G48485
ORTHO001451	AT5G48490
ORTHO003142	AT3G61050
ORTHO006832	AT1G32130
ORTHO001962	AT1G60420
ORTHO005474	AT1G67060
ORTHO001361	AT1G32910
ORTHO001361	AT1G78990
ORTHO001361	AT5G16410
ORTHO005332	AT2G05840
ORTHO005332	AT5G35590
ORTHO001199	AT1G10290
ORTHO001199	AT1G59610
ORTHO002262	AT3G60510
ORTHO002262	AT4G31810
ORTHO001690	AT3G03550
ORTHO001690	AT5G17600
ORTHO006086	AT1G44780
ORTHO006086	AT4G08310
ORTHO001872_1	AT1G69020
ORTHO001872_1	AT5G66960
ORTHO005818	AT4G17560
ORTHO005818	AT5G47190
ORTHO004775	AT4G34840
ORTHO004775	AT4G38800
ORTHO008271	AT5G48240
ORTHO000726_3	AT5G37710
ORTHO001804	AT5G10650
ORTHO001804	AT5G24870
ORTHO000997	AT1G63300
ORTHO000997	AT5G41140
ORTHO000997	AT5G52280
ORTHO003710	AT4G05230
ORTHO005962	AT4G10790
ORTHO008839	AT1G31780
ORTHO007073	AT3G10572
ORTHO008474	AT1G78910
ORTHO005798	AT3G48590
ORTHO005798	AT5G63470
ORTHO001908	AT5G01750
ORTHO004037	AT1G61010
ORTHO003234	AT1G47290
ORTHO003234	AT2G26260
ORTHO002624	AT5G60790
ORTHO002162	AT1G63220
ORTHO009689	AT2G36730
ORTHO009471	AT2G36895
ORTHO002025	AT2G38650
ORTHO006730	AT3G52080
ORTHO002891	AT2G42790
ORTHO002891	AT3G58740
ORTHO002891	AT3G58750
ORTHO000758	AT3G18280
ORTHO003753	AT5G10080
ORTHO008371	AT4G35770
ORTHO006913	AT1G30880
ORTHO008494	AT3G19810
ORTHO005737	AT3G04260
ORTHO009084	AT2G41000
ORTHO008165	AT1G70760
ORTHO005778	AT1G26945
ORTHO002720	AT3G48750
ORTHO005982	AT1G22660
ORTHO005862	AT2G16030
ORTHO004648	AT1G43130
ORTHO004141	AT2G19540
ORTHO010279	AT2G15680
ORTHO002438	AT2G37160
ORTHO002438	AT3G53390
ORTHO007034	AT1G08960
ORTHO008900	AT4G13110
ORTHO002530	AT2G17780
ORTHO002530	AT4G35920
ORTHO007529	AT1G12800
ORTHO001026	AT1G47056
ORTHO001026	AT3G50080
ORTHO001026	AT4G07400
ORTHO001026	AT5G67250
ORTHO003334	AT3G23790
ORTHO003334	AT4G14070
ORTHO004795	AT2G32030
ORTHO008291	AT3G01510
ORTHO009306	AT2G01350
ORTHO010390	AT4G15850
ORTHO005106	AT5G55500
ORTHO007926	AT1G45231
ORTHO003501	AT1G29340
ORTHO007552	AT4G15010
ORTHO009908	AT1G43245
ORTHO000332	AT1G43800
ORTHO000332	AT2G43710
ORTHO000332	AT3G02610
ORTHO000332	AT3G02620
ORTHO000332	AT3G02630
ORTHO000332	AT5G16230
ORTHO000332	AT5G16240
ORTHO004560	AT2G16930
ORTHO004560	AT5G15220
ORTHO007325	AT1G76710
ORTHO000533_1	AT3G52780
ORTHO000533_2	AT3G52810
ORTHO000533_2	AT3G52820
ORTHO005636	AT5G01360
ORTHO001536	AT2G37270
ORTHO001536	AT3G11940
ORTHO001942	AT3G51050
ORTHO001942	AT4G36270
ORTHO001942	AT4G36280
ORTHO001942	AT4G36290
ORTHO003162	AT4G12070
ORTHO005454	AT1G71450
ORTHO005312	AT3G48550
ORTHO002242	AT1G53210
ORTHO011275	AT1G09820
ORTHO002998	AT3G45240
ORTHO002998	AT5G60550
ORTHO004254	AT3G16560
ORTHO001617	AT5G61820
ORTHO007865	AT3G59800
ORTHO010012	AT1G30290
ORTHO003907	AT5G50740
ORTHO004857	AT5G60750
ORTHO003948	AT5G09850
ORTHO000470_1	AT1G15690
ORTHO006462	AT4G18450
ORTHO009594	AT2G31340
ORTHO011150	AT3G51140
ORTHO011017	AT5G03800
ORTHO003018	AT1G29840
ORTHO003018	AT3G47590
ORTHO005251	AT2G26440
ORTHO011126	AT2G33855
ORTHO010669	AT5G43820
ORTHO000939	AT1G55360
ORTHO000939	AT2G44210
ORTHO000939	AT3G13510
ORTHO000939	AT5G56530
ORTHO004459	AT3G18310
ORTHO001055	AT4G32460
ORTHO001055	AT5G11420
ORTHO001055	AT5G25460
ORTHO003276	AT4G28300
ORTHO009574	AT3G55160
ORTHO000574	AT1G03880
ORTHO000574	AT4G28520
ORTHO000574	AT5G44120
ORTHO010159	AT1G56180
ORTHO002183	AT4G25433
ORTHO002183	AT5G62150
ORTHO000759	AT1G10810
ORTHO000759	AT1G60680
ORTHO000759	AT1G60690
ORTHO000759	AT1G60710
ORTHO000759	AT1G60730
ORTHO000759	AT1G60750
ORTHO007885	AT2G38680
ORTHO009759	AT4G20280
ORTHO008758	AT2G19430
ORTHO010622	AT1G08580
ORTHO004921	AT3G05710
ORTHO004921	AT5G26980
ORTHO004213	AT2G38700
ORTHO004213	AT3G54250
ORTHO008626	AT3G03100
ORTHO007096	AT2G45320
ORTHO008669	AT5G48830
ORTHO000680	AT3G48740
ORTHO000680	AT5G23660
ORTHO000680	AT5G50790
ORTHO000680	AT5G50800
ORTHO000788	AT1G54510
ORTHO000788	AT3G04810
ORTHO000788	AT3G63280
ORTHO000788	AT5G28290
ORTHO008027	AT1G77290
ORTHO008432	AT5G62570
ORTHO009022	AT5G52880
ORTHO003396	AT1G12680
ORTHO007634	AT5G23310
ORTHO005190	AT5G46060
ORTHO003667	AT5G26667
ORTHO006252	AT1G53660
ORTHO006252	AT3G14410
ORTHO010905	AT4G33060
ORTHO004606	AT3G01170
ORTHO006315	AT3G17810
ORTHO001245	AT1G16860
ORTHO001245	AT1G78880
ORTHO004161	AT3G59690
ORTHO006273	AT4G33110
ORTHO006273	AT4G33120
ORTHO006543	AT3G20870
ORTHO008920	AT3G13120
ORTHO002510	AT1G36990
ORTHO002510	AT4G08510
ORTHO007014	AT5G64816
ORTHO008049	AT2G31970
ORTHO006994	AT3G17590
ORTHO000350_1	AT3G17360
ORTHO000350_1	AT3G19050
ORTHO000350_1	AT3G44050
ORTHO000350_2	AT2G19940
ORTHO002880	AT1G78870
ORTHO000814	AT2G42740
ORTHO000814	AT3G58700
ORTHO000814	AT4G18730
ORTHO000814	AT5G45775
ORTHO008736	AT5G46100
ORTHO006187	AT3G17950
ORTHO004295	AT4G21150
ORTHO006933	AT2G19790
ORTHO007157	AT5G19680
ORTHO008351	AT4G31530
ORTHO002700	AT1G54090
ORTHO002700	AT1G72470
ORTHO002700	AT3G14090
ORTHO000555	AT1G01650
ORTHO000555	AT1G05820
ORTHO000555	AT1G63690
ORTHO000555	AT2G43070
ORTHO007405	AT5G03380
ORTHO008145	AT1G30690
ORTHO005758	AT2G41250
ORTHO010736	AT5G52000
ORTHO010736	AT5G52010
ORTHO000265_3	AT2G28000
ORTHO000265_4	AT1G55490
ORTHO000265_4	AT3G13470
ORTHO000265_4	AT5G56500
ORTHO000265_5	AT1G26230
ORTHO003039	AT1G08080
ORTHO005942	AT1G50120
ORTHO010558	AT2G47770
ORTHO008819	AT3G07510
ORTHO009285	AT1G14140
ORTHO001695	AT1G51260
ORTHO001695	AT3G57650
ORTHO004017	AT2G40390
ORTHO004017	AT5G64190
ORTHO001928	AT1G49560
ORTHO007446	AT1G78630
ORTHO009451	AT3G02450
ORTHO006710	AT2G25280
ORTHO002142	AT5G07350
ORTHO002142	AT5G61780
ORTHO003214	AT4G25970
ORTHO003214	AT5G57190
ORTHO000853_1	AT5G10200
ORTHO004275	AT3G62600
ORTHO009199	AT3G17910
ORTHO006377	AT4G32650
ORTHO002859	AT4G25500
ORTHO002859	AT5G52040
ORTHO003583	AT1G32170
ORTHO002951	AT1G29520
ORTHO002951	AT5G46530
ORTHO008799	AT2G21870
ORTHO010820	AT1G26160
ORTHO009389	AT5G47710
ORTHO004755	AT4G24690
ORTHO005838	AT4G09320
ORTHO010094	AT1G04640
ORTHO009512	AT4G02820
ORTHO004336	AT4G32620
ORTHO007573	AT4G24730
ORTHO006293	AT5G49400
ORTHO000910	AT3G08530
ORTHO000910	AT3G11130
ORTHO008187	AT5G08420
ORTHO008476	AT1G26550
ORTHO001201	AT1G13320
ORTHO001201	AT1G25490
ORTHO001201	AT3G25800
ORTHO003712	AT1G73805
ORTHO001874	AT5G05830
ORTHO002893	AT3G49220
ORTHO002893	AT5G53370
ORTHO000542	AT2G18750
ORTHO000542	AT2G24300
ORTHO000542	AT4G25800
ORTHO000542	AT4G31000
ORTHO000542	AT5G57580
ORTHO009473	AT3G54770
ORTHO006732	AT2G07360
ORTHO002027	AT1G24090
ORTHO002027	AT3G01410
ORTHO002626	AT1G52820
ORTHO008273	AT1G18730
ORTHO004777	AT3G29090
ORTHO007075	AT1G10520
ORTHO005964	AT5G51430
ORTHO007745	AT1G77140
ORTHO000615	AT1G22530
ORTHO000615	AT1G72150
ORTHO000615	AT1G72160
ORTHO000615	AT4G09160
ORTHO009308	AT4G25910
ORTHO000438	AT1G01570
ORTHO000438	AT1G07850
ORTHO000438	AT4G00300
ORTHO000438	AT4G11350
ORTHO000438	AT4G23490
ORTHO000438	AT5G41460
ORTHO002164	AT3G54420
ORTHO001028	AT1G52360
ORTHO001028	AT1G79990
ORTHO001028	AT3G15980
ORTHO000728_2	AT5G53480
ORTHO008902	AT2G42120
ORTHO007678	AT2G18245
ORTHO006915	AT1G24040
ORTHO007036	AT1G05805
ORTHO004143	AT1G72550
ORTHO003755	AT4G32150
ORTHO003755	AT5G11150
ORTHO001500	AT5G22400
ORTHO009711	AT1G55080
ORTHO000304_1	AT5G34940
ORTHO000304_2	AT5G07830
ORTHO000304_2	AT5G61250
ORTHO005984	AT3G54890
ORTHO001890	AT1G03365
ORTHO001890	AT4G03000
ORTHO008293	AT2G04700
ORTHO004797	AT1G25500
ORTHO003336	AT4G27760
ORTHO003336	AT5G53090
ORTHO003336	AT5G53100
ORTHO004039	AT5G64270
ORTHO009493	AT1G61520
ORTHO008841	AT5G67140
ORTHO007702	AT5G62530
ORTHO000999	AT1G15780
ORTHO005864	AT2G41410
ORTHO005864	AT3G10190
ORTHO000501_1	AT1G03990
ORTHO000501_1	AT3G23410
ORTHO000501_1	AT4G28570
ORTHO002722	AT4G34260
ORTHO008167	AT5G24330
ORTHO008496	AT5G23520
ORTHO004879	AT2G01080
ORTHO003929	AT2G20710
ORTHO002102	AT5G02810
ORTHO009556	AT3G10220
ORTHO009411	AT2G47760
ORTHO008984	AT1G51110
ORTHO007181	AT5G58020
ORTHO001130_1	AT2G36590
ORTHO001130_1	AT2G39890
ORTHO001130_1	AT3G55740
ORTHO006168	AT5G14440
ORTHO006168	AT5G40570
ORTHO005024	AT3G07890
ORTHO001324	AT1G51060
ORTHO001324	AT3G20670
ORTHO001324	AT4G27230
ORTHO001324	AT5G54640
ORTHO010518	AT2G45695
ORTHO010518	AT3G61113
ORTHO005902	AT1G16020
ORTHO005902	AT1G80910
ORTHO002360	AT3G52660
ORTHO005209	AT5G09740
ORTHO005209	AT5G64610
ORTHO008414	AT5G10150
ORTHO009004	AT5G27270
ORTHO008604	AT3G02820
ORTHO000861	AT1G07380
ORTHO000861	AT2G38010
ORTHO000861	AT5G58980
ORTHO005618	AT5G66540
ORTHO004501	AT3G59660
ORTHO000524	AT2G14690
ORTHO000524	AT4G33810
ORTHO000524	AT4G33820
ORTHO000524	AT4G33830
ORTHO000524	AT4G33840
ORTHO000524	AT4G33860
ORTHO000262	AT2G03760
ORTHO000262	AT2G03770
ORTHO000262	AT3G45070
ORTHO000262	AT3G45080
ORTHO000262	AT5G07000
ORTHO000262	AT5G07010
ORTHO007908	AT2G03510
ORTHO000325_1	AT1G32450
ORTHO000325_1	AT4G21680
ORTHO000325_3	AT5G19640
ORTHO002223	AT5G07800
ORTHO002223	AT5G61290
ORTHO006088	AT1G60430
ORTHO002364	AT3G27390
ORTHO002364	AT5G40640
ORTHO006337	AT5G03430
ORTHO001518	AT1G23880
ORTHO001518	AT1G70280
ORTHO002820	AT5G23540
ORTHO007616	AT2G41680
ORTHO008557	AT3G53970
ORTHO003829	AT3G05430
ORTHO003829	AT5G27650
ORTHO008009	AT5G50410
ORTHO009329	AT5G49580
ORTHO006068	AT5G45920
ORTHO002384	AT1G07705
ORTHO002384	AT5G59710
ORTHO003523	AT3G15380
ORTHO000420_1	AT5G46290
ORTHO000420_2	AT1G74960
ORTHO001692	AT3G01430
ORTHO001692	AT5G62865
ORTHO001363	AT2G20900
ORTHO001363	AT4G28130
ORTHO001425	AT3G16690
ORTHO001425	AT4G15920
ORTHO004628	AT4G27450
ORTHO002461	AT1G79350
ORTHO000881	AT1G02900
ORTHO000881	AT3G16570
ORTHO000881	AT4G15800
ORTHO010328	AT3G53700
ORTHO003649	AT2G19330
ORTHO003649	AT4G29880
ORTHO001453	AT3G02080
ORTHO001453	AT5G15520
ORTHO001453	AT5G61170
ORTHO003258	AT2G24270
ORTHO001988	AT1G14900
ORTHO005718	AT2G43780
ORTHO009826	AT4G17050
ORTHO003459	AT1G23220
ORTHO002006	AT1G63430
ORTHO002006	AT5G41180
ORTHO001643	AT1G69120
ORTHO001643	AT5G60910
ORTHO001173_1	AT2G27810
ORTHO001173_2	AT4G38050
ORTHO005334	AT1G76660
ORTHO001964	AT2G20190
ORTHO006834	AT4G01410
ORTHO003144	AT5G50890
ORTHO003041	AT3G42830
ORTHO003041	AT5G20570
ORTHO008353	AT2G03270
ORTHO006545	AT4G28030
ORTHO004019	AT3G02530
ORTHO004019	AT5G16070
ORTHO006275	AT5G52420
ORTHO004297	AT5G22390
ORTHO005231	AT5G07710
ORTHO005231	AT5G61390
ORTHO008147	AT5G11810
ORTHO007407	AT3G54440
ORTHO007448	AT4G31600
ORTHO002702	AT3G22810
ORTHO002702	AT4G14740
ORTHO002702	AT5G43870
ORTHO007016	AT4G13720
ORTHO006935	AT1G42430
ORTHO008210	AT1G48280
ORTHO008922	AT4G10930
ORTHO002512	AT2G31800
ORTHO002512	AT2G43850
ORTHO002512	AT3G59830
ORTHO005840	AT3G19550
ORTHO004163	AT2G42430
ORTHO005497	AT1G51650
ORTHO005129	AT4G17340
ORTHO005129	AT5G47450
ORTHO004338	AT1G14740
ORTHO007532	AT3G27330
ORTHO007532	AT5G40720
ORTHO010076	AT2G42220
ORTHO000352_1	AT3G07810
ORTHO000352_2	AT5G55540
ORTHO006996	AT5G53040
ORTHO010096	AT1G33810
ORTHO004757	AT1G47980
ORTHO010697	AT1G55760
ORTHO002953	AT1G15670
ORTHO002953	AT1G80440
ORTHO005944	AT3G52190
ORTHO007765	AT5G43150
ORTHO008738	AT4G18270
ORTHO000855	AT2G03550
ORTHO000855	AT3G48690
ORTHO000855	AT3G48700
ORTHO002144	AT3G47730
ORTHO002144	AT5G61690
ORTHO002144	AT5G61730
ORTHO006651	AT4G25840
ORTHO006651	AT5G57440
ORTHO009138	AT2G39120
ORTHO007160	AT1G33270
ORTHO009287	AT1G08500
ORTHO006189	AT3G04310
ORTHO003585	AT2G25690
ORTHO003585	AT5G11460
ORTHO005396	AT1G08190
ORTHO006295	AT3G22980
ORTHO004277	AT5G53950
ORTHO007575	AT1G69680
ORTHO004400	AT3G10690
ORTHO003216	AT1G25350
ORTHO002606	AT3G02090
ORTHO009514	AT5G45660
ORTHO009453	AT3G02910
ORTHO000941_3	AT2G36580
ORTHO000941_3	AT3G52990
ORTHO003188	AT5G39890
ORTHO004421	AT3G23080
ORTHO004421	AT4G14500
ORTHO003789	AT5G42146
ORTHO003278	AT2G46020
ORTHO007867	AT5G01160
ORTHO004256	AT5G19980
ORTHO005253	AT1G35190
ORTHO002244	AT1G02080
ORTHO005314	AT1G05910
ORTHO003164	AT3G57870
ORTHO009596	AT2G04740
ORTHO001944	AT5G09690
ORTHO001944	AT5G64560
ORTHO006814	AT3G52570
ORTHO003809	AT3G55200
ORTHO003809	AT3G55220
ORTHO004562	AT2G44710
ORTHO007327	AT5G42220
ORTHO007098	AT4G15440
ORTHO010014	AT3G56490
ORTHO008628	AT1G29790
ORTHO003503	AT1G54220
ORTHO003503	AT3G13930
ORTHO009201	AT2G25840
ORTHO010392	AT5G40140
ORTHO004101	AT5G61510
ORTHO004608	AT2G13540
ORTHO005456	AT1G19330
ORTHO005456	AT1G75060
ORTHO010438	AT4G29820
ORTHO003669	AT1G04910
ORTHO003398	AT1G32580
ORTHO003398	AT2G33430
ORTHO006464	AT1G02120
ORTHO005638	AT4G15570
ORTHO004521	AT5G04590
ORTHO002299	AT2G41770
ORTHO002299	AT3G57420
ORTHO000682_2	AT1G15960
ORTHO000682_2	AT1G80830
ORTHO007928	AT4G33640
ORTHO005108	AT2G29540
ORTHO004923	AT3G62110
ORTHO006317	AT5G41190
ORTHO010907	AT1G19025
ORTHO006358	AT2G31400
ORTHO001300	AT1G02840
ORTHO001300	AT1G09140
ORTHO007636	AT2G34400
ORTHO005192	AT5G23090
ORTHO001538	AT1G10950
ORTHO002800	AT2G41060
ORTHO002800	AT3G56860
ORTHO002185	AT4G25200
ORTHO002185	AT5G51440
ORTHO000576	AT1G49450
ORTHO000576	AT2G26490
ORTHO000576	AT3G18950
ORTHO000576	AT3G50390
ORTHO000576	AT4G34380
ORTHO009576	AT2G35130
ORTHO004859	AT1G12310
ORTHO001057_1	AT1G33220
ORTHO001057_1	AT1G77780
ORTHO001057_1	AT1G77790
ORTHO001057_1	AT5G20330
ORTHO001057_1	AT5G20340
ORTHO001057_1	AT5G20390
ORTHO006148	AT3G02870
ORTHO004215	AT5G03450
ORTHO002340	AT5G50370
ORTHO002340	AT5G63400
ORTHO005519	AT3G45020
ORTHO006254	AT2G18876
ORTHO006254	AT5G57410
ORTHO001304	AT1G67890
ORTHO001304	AT3G06620
ORTHO001304	AT3G06630
ORTHO001304	AT3G06640
ORTHO001304	AT5G49470
ORTHO009024	AT1G19310
ORTHO005294	AT1G77250
ORTHO002482	AT1G22040
ORTHO008671	AT2G32415
ORTHO009369	AT5G49570
ORTHO000790	AT1G01430
ORTHO000790	AT1G01440
ORTHO000790	AT4G01080
ORTHO000790	AT4G01090
ORTHO000790	AT4G11090
ORTHO000790	AT4G23790
ORTHO007347	AT4G10970
ORTHO003869	AT2G41190
ORTHO004716	AT1G06520
ORTHO000745	AT2G25490
ORTHO000745	AT5G25350
ORTHO007724	AT1G78810
ORTHO010458	AT1G70150
ORTHO005436	AT5G62770
ORTHO004236	AT1G48760
ORTHO010141	AT4G19830
ORTHO002647	AT1G02170
ORTHO002647	AT4G25110
ORTHO004441	AT5G43490
ORTHO004441	AT5G48610
ORTHO010779	AT4G31115
ORTHO011460	AT1G69910
ORTHO003104	AT1G20330
ORTHO003104	AT1G76090
ORTHO007118	AT5G25800
ORTHO002425	AT1G48940
ORTHO002425	AT3G18590
ORTHO002425	AT5G14345
ORTHO003483	AT3G12520
ORTHO003483	AT5G13550
ORTHO006128	AT2G27285
ORTHO003950	AT1G69780
ORTHO010887	AT4G32780
ORTHO004839	AT4G13450
ORTHO006504	AT5G47360
ORTHO003000	AT3G54540
ORTHO007053	AT1G63270
ORTHO009044	AT4G01310
ORTHO008695	AT3G29240
ORTHO000285_1	AT1G23800
ORTHO000285_1	AT3G48000
ORTHO000285_2	AT3G24503
ORTHO007493	AT1G03905
ORTHO007493	AT5G44110
ORTHO006234	AT3G20440
ORTHO009910	AT4G07390
ORTHO004379	AT1G05810
ORTHO004379	AT2G31680
ORTHO004379	AT2G43130
ORTHO004943	AT2G47300
ORTHO002586	AT4G34640
ORTHO002586	AT4G34650
ORTHO003321	AT3G51520
ORTHO004541	AT4G04950
ORTHO004541	AT4G32580
ORTHO005658	AT1G79600
ORTHO011199	AT3G21580
ORTHO003889	AT1G06680
ORTHO009107	AT2G45990
ORTHO008517	AT2G32630
ORTHO003605	AT2G42190
ORTHO003605	AT3G57930
ORTHO006209	AT1G08480
ORTHO004122	AT3G48710
ORTHO004122	AT5G63550
ORTHO005274	AT2G30880
ORTHO011044	AT5G64520
ORTHO009616	AT4G01650
ORTHO010184	AT5G11840
ORTHO005820	AT3G03210
ORTHO003999	AT1G71280
ORTHO003999	AT1G71370
ORTHO003999	AT5G05450
ORTHO002682	AT1G01700
ORTHO002682	AT2G45890
ORTHO002682	AT4G00460
ORTHO001579	AT4G31540
ORTHO008942	AT1G29850
ORTHO002572	AT2G16600
ORTHO002572	AT2G21130
ORTHO002572	AT4G38740
ORTHO009391	AT4G14790
ORTHO006955	AT1G04635
ORTHO009784	AT1G56310
ORTHO008394	AT4G25080
ORTHO006672	AT1G09530
ORTHO005149	AT5G66330
ORTHO004317	AT2G18250
ORTHO007969	AT2G45520
ORTHO003208	AT3G61200
ORTHO001403	AT3G05380
ORTHO001403	AT3G21430
ORTHO001403	AT5G27610
ORTHO001345_1	AT3G42790
ORTHO001345_1	AT5G20510
ORTHO002974	AT2G35270
ORTHO002974	AT4G17800
ORTHO001930	AT2G32720
ORTHO005558	AT3G12990
ORTHO005558	AT3G60500
ORTHO008333	AT5G54580
ORTHO004079	AT3G23640
ORTHO004588	AT2G23370
ORTHO004588	AT4G34090
ORTHO001769	AT3G02540
ORTHO001769	AT5G38470
ORTHO008127	AT5G27920
ORTHO007428	AT2G46240
ORTHO009804	AT4G38210
ORTHO005045	AT2G15860
ORTHO002404	AT5G12230
ORTHO002404	AT5G19480
ORTHO006855	AT5G47520
ORTHO007139	AT5G13480
ORTHO001023	AT2G22490
ORTHO001023	AT5G10440
ORTHO001023	AT5G65420
ORTHO010717	AT4G37280
ORTHO010116	AT3G49070
ORTHO006772	AT3G29760
ORTHO007515	AT4G20310
ORTHO002933	AT2G30500
ORTHO002933	AT5G58320
ORTHO010842	AT1G04985
ORTHO007989	AT2G14680
ORTHO005924	AT3G47390
ORTHO008374	AT5G64380
ORTHO006692	AT2G24430
ORTHO004737	AT5G46630
ORTHO003628	AT5G08230
ORTHO003628	AT5G23150
ORTHO008084	AT2G40780
ORTHO004195	AT1G33990
ORTHO004195	AT4G09900
ORTHO001669	AT5G24090
ORTHO008717	AT1G71730
ORTHO001116	AT1G11050
ORTHO001717	AT3G13290
ORTHO001717	AT3G13300
ORTHO006608	AT1G76630
ORTHO008650	AT3G25470
ORTHO009972	AT4G30840
ORTHO004963	AT4G35140
ORTHO004963	AT4G38480
ORTHO010498	AT1G09450
ORTHO004359	AT3G22104
ORTHO009930	AT1G18680
ORTHO005678	AT1G14570
ORTHO002840	AT2G20570
ORTHO008537	AT2G37970
ORTHO002082	AT2G22780
ORTHO002082	AT5G09660
ORTHO007387	AT5G50210
ORTHO008780	AT1G79850
ORTHO009658	AT2G40760
ORTHO009993	AT5G22875
ORTHO001150	AT2G31180
ORTHO001150	AT3G23250
ORTHO003970	AT4G36660
ORTHO003970	AT5G65650
ORTHO006108	AT4G02800
ORTHO009536	AT1G04620
ORTHO004695	AT4G20910
ORTHO004695	AT4G20920
ORTHO003083	AT4G17950
ORTHO003083	AT5G46640
ORTHO004819	AT2G42620
ORTHO007267	AT5G47400
ORTHO009180	AT1G43860
ORTHO006587	AT1G65820
ORTHO004481	AT1G05790
ORTHO009064	AT3G20790
ORTHO003020	AT4G14420
ORTHO001474	AT2G44680
ORTHO001474	AT4G17640
ORTHO001474	AT5G47080
ORTHO006524	AT4G03280
ORTHO010161	AT5G64010
ORTHO007827	AT1G30090
ORTHO011436	AT5G06210
ORTHO009245	AT3G01370
ORTHO004461	AT2G14110
ORTHO010759	AT3G49640
ORTHO002667	AT2G30130
ORTHO003439	AT1G28160
ORTHO003439	AT5G13910
ORTHO009432	AT5G54080
ORTHO009846	AT5G20080
ORTHO004675	AT3G22250
ORTHO003063	AT4G25700
ORTHO000398_2	AT2G40270
ORTHO000398_2	AT3G56050
ORTHO007287	AT4G04320
ORTHO010303	AT5G49060
ORTHO006567	AT1G55535
ORTHO000761	AT1G63010
ORTHO000761	AT4G11810
ORTHO000761	AT4G22990
ORTHO003124	AT3G14250
ORTHO005354	AT2G36810
ORTHO009159	AT5G41880
ORTHO009349	AT2G41600
ORTHO003543	AT3G05170
ORTHO005003	AT5G14250
ORTHO010054	AT4G09010
ORTHO000479_1	AT1G14670
ORTHO000479_1	AT2G01970
ORTHO000479_1	AT5G37310
ORTHO006630	AT1G24340
ORTHO002062	AT2G19240
ORTHO002062	AT4G29950
ORTHO002062	AT5G57210
ORTHO007367	AT5G61410
ORTHO003849	AT3G54470
ORTHO008760	AT2G04540
ORTHO001085	AT1G22200
ORTHO001085	AT1G36050
ORTHO005698	AT2G47210
ORTHO001433	AT3G01090
ORTHO001433	AT3G29160
ORTHO001433	AT5G39440
ORTHO005416	AT4G33870
ORTHO010478	AT4G33945
ORTHO004983	AT3G54350
ORTHO003776	AT1G53400
ORTHO010258	AT3G42630
ORTHO000675	AT2G17220
ORTHO000675	AT4G35600
ORTHO002913	AT2G39410
ORTHO002913	AT2G39420
ORTHO004650	AT1G08600
ORTHO011178	AT3G10840
ORTHO000924	AT1G61800
ORTHO000924	AT5G54800
ORTHO001649	AT1G73680
ORTHO001649	AT3G01420
ORTHO001048	AT2G27710
ORTHO001048	AT2G27720
