gf-id	num-genes	num-species	ath	bra	cpa	ptr	mtr	gma	cme	pbr	vvi	sly
HOMSTM002986	32	14	2	3	1	5	2	3	2	1	2	3
HOMSTM002987	32	14	2	2	1	2	2	4	1	2	1	1
HOMSTM002988	32	14	2	3	2	5	2	2	1	4	1	2
HOMSTM002989	32	14	2	4	1	2	4	5	1	5	1	2
HOMSTM002991	32	14	2	2	2	3	2	5	2	2	2	2
HOMSTM002992	32	14	2	3	1	3	4	5	1	1	2	3
HOMSTM002993	32	14	1	4	2	1	1	4	1	3	2	1
HOMSTM002995	32	14	1	2	1	3	1	2	1	4	1	2
HOMSTM002996	32	14	3	4	1	4	3	4	1	1	2	1
HOMSTM002998	32	14	2	3	2	4	1	4	1	2	1	2
HOMSTM003002	32	14	2	2	1	2	2	4	1	4	2	1
HOMSTM003003	32	14	3	2	1	2	6	3	1	5	2	1
HOMSTM003004	32	14	1	1	2	3	2	4	2	3	1	2
HOMSTM003013	31	14	1	1	1	9	1	2	2	2	1	6
HOMSTM003014	31	14	3	3	2	3	2	4	2	2	2	2
HOMSTM003018	31	14	2	6	1	2	3	2	1	3	3	3
HOMSTM003019	31	14	1	5	1	4	2	2	1	1	1	2
HOMSTM003020	31	14	2	2	1	4	2	3	2	3	2	2
HOMSTM003022	31	14	3	4	2	2	1	2	1	3	2	2
HOMSTM003023	31	14	1	2	2	3	5	4	1	2	1	1
HOMSTM003027	31	14	2	4	1	3	2	4	2	2	2	1
HOMSTM003030	31	14	2	2	1	4	6	4	2	1	1	4
HOMSTM003035	31	14	2	4	1	3	2	3	2	3	2	2
HOMSTM003036	31	14	1	2	2	3	3	6	3	1	2	2
HOMSTM003037	31	14	1	2	1	2	2	9	1	4	2	1
HOMSTM003039	31	14	2	5	1	2	2	2	1	1	1	2
HOMSTM003041	31	14	2	3	2	4	1	5	2	4	2	2
HOMSTM003042	31	14	1	1	1	4	2	4	1	4	2	2
HOMSTM003043	31	14	1	3	1	2	5	4	2	3	1	4
HOMSTM003045	31	14	2	2	2	3	2	3	2	3	2	2
HOMSTM003047	31	14	2	2	2	2	2	3	2	3	2	2
HOMSTM003050	31	14	3	2	1	3	2	5	1	1	1	4
HOMSTM003051	31	14	2	5	2	2	4	3	1	1	1	1
HOMSTM003052	31	14	2	2	1	3	3	3	1	3	1	1
HOMSTM003053	31	14	1	2	1	4	2	4	1	2	1	1
HOMSTM003055	31	14	4	3	1	3	3	4	1	1	1	2
HOMSTM003056	31	14	2	1	1	2	1	2	1	2	2	4
HOMSTM003059	31	14	2	2	2	4	2	4	1	4	2	1
HOMSTM003060	31	14	2	3	1	3	2	4	4	2	2	3
HOMSTM003061	31	14	4	5	1	1	1	4	1	2	1	2
HOMSTM003062	31	14	2	2	3	3	2	4	2	2	2	2
HOMSTM003063	31	14	1	1	2	3	5	3	1	4	1	2
HOMSTM003064	31	14	2	4	1	6	1	6	1	2	1	2
HOMSTM003065	31	14	1	2	1	1	2	5	2	2	2	2
HOMSTM003066	31	14	2	4	1	3	3	3	4	3	1	1
HOMSTM003067	31	14	1	2	2	3	2	4	2	3	2	2
HOMSTM003068	31	14	1	1	1	4	4	3	3	3	1	1
HOMSTM003069	31	14	2	1	2	4	2	3	2	7	1	1
HOMSTM003070	31	14	2	2	1	2	1	5	2	4	2	1
HOMSTM003071	31	14	2	5	1	4	3	5	1	2	1	1
HOMSTM003072	31	14	3	2	1	2	3	7	1	4	1	2
HOMSTM003073	31	14	4	6	1	2	3	4	1	2	1	2
HOMSTM003076	31	14	2	6	1	2	2	7	1	1	1	2
HOMSTM003077	31	14	3	3	1	4	1	7	2	3	1	1
HOMSTM003078	31	14	2	3	2	2	3	2	3	3	2	1
HOMSTM003080	31	14	1	2	1	3	4	5	2	3	1	1
HOMSTM003082	31	14	1	4	1	1	4	5	2	3	1	2
HOMSTM003088	31	14	2	3	1	2	2	5	2	1	1	2
HOMSTM003089	31	14	2	4	1	2	2	4	1	5	1	2
HOMSTM003090	31	14	2	2	2	4	2	4	1	2	2	1
HOMSTM003091	31	14	1	2	3	3	2	2	3	1	2	2
HOMSTM003093	31	14	1	3	1	5	3	4	1	1	2	1
HOMSTM003096	31	14	3	3	2	3	2	3	2	3	2	1
HOMSTM003097	31	14	3	3	1	6	1	5	3	1	2	2
HOMSTM003098	31	14	1	1	2	2	1	10	1	4	4	1
HOMSTM003099	31	14	3	5	1	2	2	4	1	2	2	2
HOMSTM003100	31	14	3	5	1	3	1	5	1	2	1	1
HOMSTM003101	31	14	2	5	1	2	1	5	1	3	2	2
HOMSTM003102	31	14	2	3	1	2	2	3	1	2	1	1
HOMSTM003103	31	14	2	2	1	2	3	5	3	2	1	1
HOMSTM003104	31	14	1	2	1	3	5	4	1	1	1	1
HOMSTM003105	31	14	2	2	1	3	2	4	2	3	2	3
HOMSTM003107	31	14	2	2	3	2	2	4	3	1	5	1
HOMSTM003111	31	14	3	5	2	2	3	2	2	3	1	2
HOMSTM003112	31	14	1	3	1	5	2	7	1	2	2	1
HOMSTM003113	31	14	1	2	1	1	1	2	1	6	10	1
HOMSTM003114	31	14	2	3	2	4	3	2	1	2	1	2
HOMSTM003115	31	14	1	1	5	2	1	2	3	3	1	1
HOMSTM003116	31	14	1	1	1	2	1	3	2	9	1	2
HOMSTM003117	31	14	1	2	3	2	1	5	1	2	3	1
HOMSTM003118	31	14	1	3	2	3	4	4	2	1	2	4
HOMSTM003119	31	14	1	2	1	2	6	6	1	5	1	1
HOMSTM003120	31	14	1	1	2	2	2	10	2	1	5	1
HOMSTM003121	31	14	1	1	7	2	1	5	1	2	2	3
HOMSTM003128	30	14	1	2	2	3	4	6	1	2	2	2
HOMSTM003130	30	14	4	10	1	2	1	1	1	2	2	1
HOMSTM003131	30	14	1	3	1	2	9	2	1	4	1	1
HOMSTM003134	30	14	2	4	1	3	2	4	1	3	1	2
HOMSTM003135	30	14	1	2	2	2	3	3	1	1	2	1
HOMSTM003138	30	14	1	1	1	2	2	1	1	4	1	1
HOMSTM003139	30	14	2	3	2	2	3	3	2	1	2	2
HOMSTM003140	30	14	1	1	2	2	2	5	2	1	2	2
HOMSTM003141	30	14	2	2	2	2	2	5	2	2	2	2
HOMSTM003142	30	14	1	1	2	6	1	3	1	1	2	1
HOMSTM003145	30	14	1	2	2	2	2	4	2	2	2	2
HOMSTM003146	30	14	1	2	3	1	1	4	4	1	1	3
HOMSTM003147	30	14	2	2	1	2	3	4	2	2	1	1
HOMSTM003148	30	14	1	2	1	3	9	4	1	2	2	1
HOMSTM003149	30	14	1	1	3	2	4	4	2	1	2	2
HOMSTM003150	30	14	1	2	1	2	4	5	3	3	2	1
HOMSTM003153	30	14	2	6	1	2	2	5	1	2	1	2
HOMSTM003154	30	14	1	2	3	1	1	4	4	1	3	4
HOMSTM003155	30	14	1	2	1	2	3	5	1	2	1	4
HOMSTM003158	30	14	2	5	1	2	1	2	2	2	3	2
HOMSTM003159	30	14	2	2	1	2	1	3	1	1	1	1
HOMSTM003161	30	14	2	3	2	2	2	3	1	1	2	1
HOMSTM003162	30	14	2	1	3	2	2	3	1	1	2	3
HOMSTM003163	30	14	1	2	2	3	2	4	1	2	2	2
HOMSTM003164	30	14	6	2	1	2	1	3	1	1	1	1
HOMSTM003165	30	14	2	2	1	3	2	3	1	3	4	2
HOMSTM003166	30	14	2	4	1	2	2	2	2	2	1	3
HOMSTM003170	30	14	3	2	2	2	2	2	2	3	2	2
HOMSTM003171	30	14	1	1	1	1	1	3	3	4	4	2
HOMSTM003172	30	14	3	3	1	3	2	1	2	4	1	6
HOMSTM003173	30	14	2	4	1	4	2	5	1	1	1	2
HOMSTM003175	30	14	2	3	1	4	1	2	1	3	1	2
HOMSTM003176	30	14	2	2	1	5	1	2	1	4	1	1
HOMSTM003177	30	14	1	2	1	5	2	10	1	2	1	1
HOMSTM003178	30	14	1	3	1	2	1	3	1	6	1	1
HOMSTM003179	30	14	2	1	1	2	3	5	1	3	1	2
HOMSTM003180	30	14	3	2	4	2	2	3	2	3	2	2
HOMSTM003181	30	14	1	2	3	4	3	3	1	3	3	1
HOMSTM003182	30	14	1	1	1	2	3	4	1	2	1	2
HOMSTM003183	30	14	2	4	1	2	3	4	1	1	1	1
HOMSTM003184	30	14	2	4	2	2	2	4	1	2	2	2
HOMSTM003185	30	14	5	4	1	2	4	3	1	1	1	1
HOMSTM003187	30	14	1	3	3	3	1	2	2	6	1	1
HOMSTM003188	30	14	1	2	1	2	2	4	1	2	1	1
HOMSTM003189	30	14	1	2	1	2	3	4	1	2	1	2
HOMSTM003190	30	14	1	2	1	3	1	2	2	4	2	2
HOMSTM003193	30	14	1	2	1	2	1	1	5	2	1	2
HOMSTM003194	30	14	1	2	1	3	2	8	1	2	2	2
HOMSTM003196	30	14	2	2	2	3	3	5	1	2	1	1
HOMSTM003198	30	14	1	2	1	3	2	4	2	5	1	2
HOMSTM003199	30	14	1	4	1	2	4	3	5	1	1	2
HOMSTM003200	30	14	2	1	1	2	3	3	3	2	4	3
HOMSTM003201	30	14	2	2	1	2	1	2	1	1	1	1
HOMSTM003202	30	14	1	2	2	4	3	5	2	2	1	2
HOMSTM003204	30	14	2	4	1	2	6	3	1	1	1	2
HOMSTM003206	30	14	1	2	1	3	4	5	2	3	1	2
HOMSTM003207	30	14	2	4	1	2	2	4	1	1	1	3
HOMSTM003208	30	14	3	4	4	2	2	2	1	2	1	4
HOMSTM003209	30	14	1	1	2	3	2	5	1	4	2	2
HOMSTM003210	30	14	1	2	2	5	1	3	2	3	2	2
HOMSTM003212	30	14	2	4	2	3	2	2	1	4	2	3
HOMSTM003213	30	14	2	3	2	4	2	6	2	1	1	2
HOMSTM003214	30	14	2	3	1	5	2	2	1	5	1	1
HOMSTM003216	30	14	1	2	1	3	1	2	1	3	1	2
HOMSTM003217	30	14	2	2	3	3	2	4	2	1	1	2
HOMSTM003221	30	14	1	2	2	2	3	2	1	2	3	1
HOMSTM003222	30	14	1	2	1	2	4	3	1	4	7	1
HOMSTM003224	30	14	1	2	1	2	1	5	1	4	1	7
HOMSTM003225	30	14	2	2	1	2	2	10	2	1	1	2
HOMSTM003226	30	14	3	4	1	3	1	2	2	2	1	1
HOMSTM003227	30	14	2	2	2	2	2	3	2	2	2	2
HOMSTM003228	30	14	2	2	1	8	1	4	2	3	1	1
HOMSTM003229	30	14	2	2	1	2	2	4	1	4	3	1
HOMSTM003230	30	14	2	3	1	2	1	2	2	3	1	1
HOMSTM003231	30	14	2	6	1	1	2	4	1	1	1	2
HOMSTM003232	30	14	1	2	1	2	1	4	1	4	2	1
HOMSTM003233	30	14	1	2	1	2	1	4	1	3	2	2
HOMSTM003234	30	14	1	2	1	2	1	5	1	2	1	1
HOMSTM003235	30	14	1	2	2	4	2	6	2	2	3	1
HOMSTM003236	30	14	1	2	2	1	2	2	1	7	1	1
HOMSTM003237	30	14	2	2	2	3	1	3	2	2	3	2
HOMSTM003239	30	14	2	5	3	2	1	3	1	2	1	4
HOMSTM003240	30	14	1	1	3	2	2	7	3	3	1	3
HOMSTM003244	29	14	2	3	1	3	3	4	1	1	2	1
HOMSTM003245	29	14	2	5	1	5	1	2	1	2	2	2
HOMSTM003246	29	14	3	4	3	3	2	2	1	1	1	3
HOMSTM003248	29	14	2	2	1	7	1	2	1	2	3	2
HOMSTM003249	29	14	1	2	1	2	1	3	1	3	1	2
HOMSTM003250	29	14	1	1	2	3	4	4	1	3	2	2
HOMSTM003252	29	14	2	1	1	1	2	4	1	2	3	2
HOMSTM003254	29	14	1	1	1	2	1	4	1	2	1	1
HOMSTM003255	29	14	2	5	1	2	2	4	1	2	1	2
HOMSTM003256	29	14	2	3	1	1	1	4	1	4	1	2
HOMSTM003258	29	14	3	5	1	1	6	2	1	2	1	1
HOMSTM003261	29	14	2	2	2	3	1	5	1	1	3	1
HOMSTM003263	29	14	1	3	1	2	1	3	2	4	2	2
HOMSTM003264	29	14	2	3	2	1	1	4	1	2	2	4
HOMSTM003265	29	14	3	2	4	2	1	1	2	7	1	1
HOMSTM003266	29	14	1	3	1	2	1	4	1	2	1	1
HOMSTM003267	29	14	2	2	1	2	2	2	2	2	3	3
HOMSTM003269	29	14	1	2	1	2	2	4	1	4	1	2
HOMSTM003270	29	14	1	1	2	2	2	2	1	5	2	2
HOMSTM003271	29	14	1	1	1	2	4	3	1	3	1	1
HOMSTM003273	29	14	1	1	1	1	4	2	9	1	1	1
HOMSTM003274	29	14	2	2	3	3	5	5	1	1	1	2
HOMSTM003275	29	14	2	1	1	2	3	6	1	2	1	3
HOMSTM003276	29	14	2	3	1	3	2	4	2	1	2	3
HOMSTM003277	29	14	1	2	2	2	3	6	1	3	1	1
HOMSTM003279	29	14	1	2	1	1	2	3	1	4	2	2
HOMSTM003281	29	14	2	1	2	3	1	1	2	1	2	4
HOMSTM003282	29	14	3	1	2	1	2	3	2	3	7	1
HOMSTM003283	29	14	1	2	1	4	8	2	1	3	1	1
HOMSTM003284	29	14	1	1	2	4	1	1	3	3	3	2
HOMSTM003287	29	14	2	6	2	2	3	2	1	3	1	1
HOMSTM003288	29	14	1	3	1	1	3	4	1	1	2	3
HOMSTM003292	29	14	2	4	1	1	1	3	1	4	2	2
HOMSTM003294	29	14	1	1	1	7	1	2	1	4	1	1
HOMSTM003295	29	14	3	6	1	3	1	2	2	1	1	2
HOMSTM003296	29	14	2	3	1	4	3	3	1	2	1	2
HOMSTM003298	29	14	2	1	1	3	2	4	2	2	2	2
HOMSTM003299	29	14	1	1	1	1	1	3	2	11	1	2
HOMSTM003300	29	14	1	1	1	3	6	3	1	6	1	1
HOMSTM003301	29	14	1	2	1	2	2	2	1	2	1	4
HOMSTM003302	29	14	1	2	2	3	6	4	4	1	1	1
HOMSTM003303	29	14	2	1	2	2	2	4	1	3	2	3
HOMSTM003304	29	14	3	2	1	3	4	3	1	1	1	1
HOMSTM003305	29	14	1	3	2	3	2	6	1	3	3	1
HOMSTM003306	29	14	3	2	1	1	1	2	1	2	2	1
HOMSTM003307	29	14	1	2	1	3	3	6	2	2	2	2
HOMSTM003308	29	14	2	1	1	3	3	4	2	3	2	2
HOMSTM003309	29	14	2	5	2	2	2	4	1	1	2	2
HOMSTM003311	29	14	1	1	2	2	3	4	1	2	3	3
HOMSTM003312	29	14	3	3	1	2	1	2	1	2	1	1
HOMSTM003313	29	14	3	5	1	2	3	4	1	2	2	2
HOMSTM003314	29	14	2	1	2	1	4	8	1	1	1	2
HOMSTM003317	29	14	1	2	1	2	2	4	1	1	1	1
HOMSTM003318	29	14	2	2	2	2	2	7	2	2	1	2
HOMSTM003319	29	14	3	5	2	2	3	2	1	2	4	1
HOMSTM003321	29	14	2	3	1	2	1	2	2	2	1	5
HOMSTM003322	29	14	2	4	2	1	1	2	1	2	1	1
HOMSTM003323	29	14	1	2	2	1	3	5	1	4	1	1
HOMSTM003324	29	14	2	3	1	2	3	2	1	2	2	2
HOMSTM003325	29	14	3	3	1	2	2	4	1	1	1	2
HOMSTM003327	29	14	1	2	3	3	1	2	1	2	2	3
HOMSTM003328	29	14	1	3	2	1	1	2	1	7	4	1
HOMSTM003331	29	14	1	2	1	5	2	4	1	1	2	1
HOMSTM003333	29	14	1	2	1	9	1	2	1	3	1	1
HOMSTM003334	29	14	1	2	2	2	1	2	1	3	2	1
HOMSTM003335	29	14	1	2	1	4	2	2	1	3	2	1
HOMSTM003336	29	14	2	4	2	1	5	5	1	1	1	1
HOMSTM003337	29	14	2	1	2	2	3	4	3	3	2	2
HOMSTM003338	29	14	1	2	1	1	1	2	1	3	1	2
HOMSTM003339	29	14	2	3	2	2	2	4	2	2	2	2
HOMSTM003340	29	14	2	2	1	2	2	4	1	3	1	2
HOMSTM003341	29	14	2	4	1	3	1	2	1	2	2	3
HOMSTM003342	29	14	2	4	2	2	2	4	1	2	1	1
HOMSTM003343	29	14	1	2	3	2	2	4	2	2	2	2
HOMSTM003346	29	14	1	2	1	2	2	6	1	2	5	1
HOMSTM003348	29	14	1	2	1	1	2	3	1	7	2	2
HOMSTM003352	29	14	1	2	1	2	3	2	2	8	1	1
HOMSTM003353	29	14	1	2	1	2	5	3	1	2	2	2
HOMSTM003355	29	14	1	2	2	4	1	4	2	1	3	1
HOMSTM003356	29	14	1	4	3	3	1	2	3	3	1	2
HOMSTM003362	28	14	1	2	1	3	1	4	3	2	2	2
HOMSTM003363	28	14	1	2	2	2	1	2	1	10	1	1
HOMSTM003365	28	14	1	2	2	1	6	3	2	1	1	2
HOMSTM003366	28	14	1	4	1	2	1	4	1	5	2	2
HOMSTM003368	28	14	1	2	1	2	2	4	1	3	1	1
HOMSTM003369	28	14	1	1	2	3	4	3	2	4	1	2
HOMSTM003371	28	14	1	2	2	1	2	4	1	2	3	1
HOMSTM003372	28	14	3	3	1	5	3	3	1	3	1	1
HOMSTM003373	28	14	2	1	2	1	1	5	3	2	1	4
HOMSTM003374	28	14	1	3	1	3	2	2	1	5	1	1
HOMSTM003375	28	14	1	1	1	7	3	2	3	1	1	1
HOMSTM003378	28	14	2	2	2	3	2	2	2	2	2	2
HOMSTM003379	28	14	2	1	2	3	2	4	1	2	2	2
HOMSTM003380	28	14	2	2	1	2	1	5	1	4	4	2
HOMSTM003381	28	14	3	5	1	2	2	4	2	2	1	1
HOMSTM003382	28	14	1	1	1	2	1	2	1	3	1	1
HOMSTM003383	28	14	1	2	1	3	5	2	2	2	1	1
HOMSTM003384	28	14	2	3	1	2	2	4	2	4	2	1
HOMSTM003388	28	14	2	3	1	1	2	2	1	3	1	1
HOMSTM003389	28	14	3	5	1	3	1	4	1	3	1	2
HOMSTM003391	28	14	1	2	1	1	3	5	1	1	3	2
HOMSTM003392	28	14	2	3	1	2	2	4	1	2	1	2
HOMSTM003393	28	14	1	1	1	2	2	3	1	4	1	1
HOMSTM003394	28	14	2	3	1	1	1	5	3	2	1	1
HOMSTM003395	28	14	1	2	2	2	1	2	1	5	3	1
HOMSTM003397	28	14	1	2	1	2	5	4	2	2	2	2
HOMSTM003398	28	14	1	1	3	2	2	5	1	2	1	1
HOMSTM003399	28	14	2	3	2	3	1	3	1	1	2	2
HOMSTM003400	28	14	3	3	4	4	1	2	1	2	2	1
HOMSTM003401	28	14	2	3	1	2	3	4	1	3	1	2
HOMSTM003402	28	14	1	1	3	3	5	4	2	2	1	1
HOMSTM003405	28	14	2	2	1	4	1	2	1	2	2	4
HOMSTM003407	28	14	5	3	2	2	1	3	1	4	1	1
HOMSTM003408	28	14	2	2	1	2	2	2	1	2	1	1
HOMSTM003409	28	14	2	2	2	3	1	5	1	3	1	1
HOMSTM003411	28	14	2	1	2	2	1	5	2	3	2	1
HOMSTM003413	28	14	2	3	2	2	2	3	2	1	2	2
HOMSTM003415	28	14	3	3	2	4	2	2	1	2	1	1
HOMSTM003418	28	14	2	3	1	3	2	2	1	1	1	3
HOMSTM003419	28	14	2	2	2	2	2	3	2	2	2	2
HOMSTM003420	28	14	2	3	2	2	2	2	1	1	2	3
HOMSTM003421	28	14	2	3	1	2	1	4	1	2	1	3
HOMSTM003422	28	14	4	3	1	1	1	8	1	2	1	2
HOMSTM003424	28	14	2	3	1	2	2	4	1	3	1	1
HOMSTM003425	28	14	2	2	2	2	2	2	1	3	2	2
HOMSTM003426	28	14	1	2	3	2	1	4	2	3	1	3
HOMSTM003427	28	14	2	4	1	2	1	3	1	1	1	1
HOMSTM003428	28	14	1	1	1	2	1	3	2	2	4	2
HOMSTM003429	28	14	3	2	2	2	1	6	5	1	1	1
HOMSTM003430	28	14	1	2	5	2	1	2	1	2	3	1
HOMSTM003431	28	14	1	1	2	1	1	5	2	3	1	2
HOMSTM003432	28	14	1	1	2	2	1	2	3	4	1	3
HOMSTM003433	28	14	2	4	1	2	2	4	1	1	3	1
HOMSTM003436	28	14	2	3	1	2	1	2	1	2	1	2
HOMSTM003437	28	14	2	3	2	2	5	3	1	3	1	1
HOMSTM003438	28	14	3	4	1	4	1	2	1	2	1	2
HOMSTM003441	28	14	2	2	1	2	1	2	2	5	2	3
HOMSTM003443	28	14	2	5	1	1	5	2	1	1	1	2
HOMSTM003446	28	14	1	3	7	1	1	2	1	3	1	1
HOMSTM003447	28	14	1	2	2	2	2	3	1	4	5	1
HOMSTM003448	28	14	2	2	3	4	1	4	1	2	2	1
HOMSTM003449	28	14	2	5	1	2	2	4	1	3	1	2
HOMSTM003450	28	14	1	2	1	3	2	4	2	2	1	2
HOMSTM003451	28	14	2	5	1	1	1	5	1	2	1	2
HOMSTM003452	28	14	1	2	1	3	3	3	2	3	2	1
HOMSTM003454	28	14	4	2	2	2	1	2	1	2	5	2
HOMSTM003456	28	14	2	2	1	2	2	4	1	2	1	1
HOMSTM003457	28	14	2	1	2	2	3	3	1	2	1	1
HOMSTM003458	28	14	2	4	1	2	2	5	1	2	1	3
HOMSTM003459	28	14	1	1	1	2	1	2	2	2	2	2
HOMSTM003460	28	14	2	1	1	2	1	3	1	8	1	2
HOMSTM003461	28	14	1	3	1	1	2	3	1	7	2	1
HOMSTM003463	28	14	2	5	1	2	3	2	1	2	1	1
HOMSTM003465	28	14	2	2	2	1	2	2	1	3	1	2
HOMSTM003468	28	14	2	7	1	3	3	2	1	2	1	2
HOMSTM003470	28	14	1	3	2	2	4	4	1	1	1	2
HOMSTM003471	28	14	1	2	2	3	4	3	1	5	1	1
HOMSTM003472	28	14	2	4	1	4	1	2	1	4	1	1
HOMSTM003473	28	14	2	2	2	2	2	3	2	1	2	3
HOMSTM003474	28	14	2	2	1	2	2	5	1	5	2	1
HOMSTM003475	28	14	2	3	2	2	2	3	2	3	2	2
HOMSTM003476	28	14	1	3	1	2	2	2	1	6	1	1
HOMSTM003478	28	14	1	1	1	1	1	9	2	3	4	1
HOMSTM003479	28	14	1	2	2	4	1	4	1	3	2	1
HOMSTM003481	28	14	2	2	1	2	3	4	2	1	2	2
HOMSTM003485	28	14	1	2	1	1	3	4	1	4	1	2
HOMSTM003490	28	14	1	1	1	2	2	2	1	5	5	2
HOMSTM003491	28	14	1	1	1	1	2	2	2	1	5	1
HOMSTM003492	28	14	1	2	1	1	2	2	2	2	6	1
HOMSTM003493	28	14	1	2	1	1	1	2	1	2	12	1
HOMSTM003494	28	14	1	1	2	2	3	4	1	3	6	1
HOMSTM003495	28	14	2	3	2	2	1	1	2	3	2	1
HOMSTM003496	28	14	1	2	1	1	3	6	1	4	2	1
HOMSTM003497	28	14	1	2	2	3	1	4	2	6	2	1
HOMSTM003498	28	14	1	2	1	2	3	4	2	2	1	1
HOMSTM003499	28	14	1	2	1	3	2	2	2	1	1	3
HOMSTM003500	28	14	2	3	1	2	1	2	2	4	2	2
HOMSTM003501	28	14	1	1	1	3	7	2	1	4	1	1
HOMSTM003502	28	14	1	2	2	2	2	4	1	3	4	1
HOMSTM003506	27	14	2	3	1	2	2	4	1	2	1	1
HOMSTM003507	27	14	2	2	1	2	1	1	2	4	3	2
HOMSTM003508	27	14	2	3	1	3	1	2	1	4	1	1
HOMSTM003510	27	14	3	3	1	2	2	2	1	1	2	3
HOMSTM003512	27	14	2	3	1	2	2	1	1	3	1	2
HOMSTM003513	27	14	2	3	2	2	1	2	1	2	1	1
HOMSTM003514	27	14	2	2	2	2	2	4	1	2	1	1
HOMSTM003515	27	14	2	5	1	4	1	2	2	2	2	2
HOMSTM003516	27	14	2	4	2	2	1	2	4	2	1	2
HOMSTM003517	27	14	2	6	1	2	1	2	1	2	1	1
HOMSTM003518	27	14	1	4	4	2	1	3	2	2	1	1
HOMSTM003520	27	14	1	3	2	3	2	4	1	5	1	1
HOMSTM003521	27	14	1	2	1	2	2	4	1	2	2	2
HOMSTM003522	27	14	2	3	3	2	2	2	2	1	1	1
HOMSTM003524	27	14	2	4	1	2	1	3	1	3	1	1
HOMSTM003525	27	14	1	2	3	1	2	2	1	1	2	2
HOMSTM003527	27	14	1	2	3	2	1	2	1	5	1	2
HOMSTM003529	27	14	1	1	2	2	2	2	2	2	1	3
HOMSTM003530	27	14	2	3	1	2	1	2	1	2	2	2
HOMSTM003534	27	14	1	4	1	7	1	2	1	2	1	1
HOMSTM003537	27	14	1	1	3	2	2	5	2	2	3	1
HOMSTM003538	27	14	1	2	1	2	2	5	1	2	1	2
HOMSTM003540	27	14	1	2	2	1	2	3	1	5	2	2
HOMSTM003541	27	14	1	1	1	2	1	6	1	4	3	1
HOMSTM003542	27	14	1	3	1	3	3	4	1	4	1	1
HOMSTM003543	27	14	2	4	1	2	2	2	2	1	3	2
HOMSTM003544	27	14	1	1	1	1	5	4	3	1	2	2
HOMSTM003545	27	14	1	3	1	2	1	2	1	5	4	2
HOMSTM003546	27	14	3	5	1	2	1	3	2	3	1	1
HOMSTM003550	27	14	2	1	2	2	2	2	2	2	1	2
HOMSTM003552	27	14	2	4	1	2	2	3	2	2	1	3
HOMSTM003553	27	14	1	1	1	3	1	3	1	1	1	1
HOMSTM003554	27	14	1	1	3	2	1	2	6	2	1	1
HOMSTM003558	27	14	1	2	1	3	2	4	1	5	2	1
HOMSTM003559	27	14	1	1	2	1	1	2	1	1	1	1
HOMSTM003560	27	14	3	3	1	2	2	3	1	3	1	1
HOMSTM003561	27	14	2	2	2	2	2	4	1	3	1	3
HOMSTM003562	27	14	1	3	1	2	2	2	2	3	2	1
HOMSTM003563	27	14	1	1	5	2	3	4	3	2	1	1
HOMSTM003565	27	14	2	3	2	2	3	4	2	1	2	1
HOMSTM003566	27	14	1	3	1	3	4	4	1	2	1	2
HOMSTM003567	27	14	1	1	1	1	2	3	1	2	2	3
HOMSTM003568	27	14	2	4	1	2	1	2	1	7	1	1
HOMSTM003570	27	14	1	2	1	1	1	2	1	4	1	1
HOMSTM003571	27	14	3	3	1	2	2	2	2	4	1	2
HOMSTM003572	27	14	2	4	2	2	2	2	1	2	2	2
HOMSTM003573	27	14	1	3	2	1	3	2	1	5	1	1
HOMSTM003574	27	14	1	1	1	2	4	4	1	1	1	2
HOMSTM003575	27	14	2	2	2	2	1	2	2	2	1	1
HOMSTM003576	27	14	1	2	3	1	2	2	2	3	1	1
HOMSTM003577	27	14	2	2	2	2	2	4	1	2	3	2
HOMSTM003578	27	14	2	2	1	3	2	5	1	3	1	2
HOMSTM003579	27	14	2	1	2	3	3	1	4	1	2	3
HOMSTM003580	27	14	2	4	3	2	1	3	1	2	2	1
HOMSTM003581	27	14	3	1	3	3	2	3	1	3	2	1
HOMSTM003584	27	14	1	5	1	2	3	4	1	3	1	2
HOMSTM003585	27	14	2	2	1	2	2	4	2	1	2	1
HOMSTM003586	27	14	2	2	1	2	1	2	1	2	1	2
HOMSTM003587	27	14	1	1	1	3	2	2	3	3	2	1
HOMSTM003589	27	14	2	3	3	2	1	2	4	2	1	1
HOMSTM003590	27	14	1	2	1	2	1	3	1	3	1	1
HOMSTM003591	27	14	2	3	1	3	1	3	2	1	1	3
HOMSTM003592	27	14	3	6	3	2	1	2	1	2	1	1
HOMSTM003593	27	14	1	2	1	6	2	4	1	3	1	1
HOMSTM003594	27	14	1	2	1	2	1	4	1	1	1	2
HOMSTM003595	27	14	1	1	1	1	2	2	3	2	2	4
HOMSTM003596	27	14	2	2	1	2	2	2	2	3	2	1
HOMSTM003597	27	14	2	3	1	2	1	4	2	2	2	2
HOMSTM003598	27	14	1	1	1	4	1	4	2	3	1	3
HOMSTM003601	27	14	1	2	1	2	2	8	1	2	1	1
HOMSTM003602	27	14	1	2	1	2	1	5	1	2	1	4
HOMSTM003603	27	14	1	1	2	2	1	4	1	8	1	1
HOMSTM003604	27	14	1	2	1	2	1	4	1	2	3	2
HOMSTM003607	27	14	2	3	1	2	2	4	1	2	1	2
HOMSTM003608	27	14	1	2	3	2	1	6	1	3	1	1
HOMSTM003612	27	14	2	2	1	2	1	5	3	3	1	1
